,location,total_sqft,bath,price,bhk
7220,Vittasandra,1246.0,2.0,67.4,2
7221,Vittasandra,1246.0,2.0,65.4,2
7223,Vittasandra,1238.0,2.0,67.32,2
7224,Vittasandra,1246.0,2.0,67.4,2
7226,Vittasandra,1246.0,2.0,67.3,2
7227,Vittasandra,1404.0,2.0,70.0,2
7228,Vittasandra,1259.0,2.0,67.48,2
7229,Vittasandra,1404.0,2.0,75.0,2
7231,Vittasandra,1246.0,2.0,67.0,2
7234,Vittasandra,1404.0,2.0,72.0,2
7235,Vittasandra,1246.0,2.0,67.5,2
7236,Vittasandra,1246.0,2.0,67.5,2
7237,Vittasandra,1404.0,2.0,70.0,2
7238,Vittasandra,1246.0,2.0,65.0,2
7239,Vittasandra,1246.0,2.0,67.4,2
7243,Whitefield,1610.0,3.0,81.0,3
7244,Whitefield,1459.0,2.0,94.82,2
7249,Whitefield,1280.0,2.0,75.0,2
7251,Whitefield,1910.0,3.0,161.0,3
7252,Whitefield,3252.0,4.0,230.0,4
7253,Whitefield,11890.0,4.0,700.0,4
7256,Whitefield,1150.0,2.0,70.0,2
7257,Whitefield,1768.0,3.0,101.0,3
7259,Whitefield,4144.0,4.0,315.0,4
7260,Whitefield,4104.0,4.0,360.0,4
7261,Whitefield,1790.0,3.0,100.0,3
7262,Whitefield,1720.0,3.0,100.0,3
7264,Whitefield,1640.0,4.0,91.0,3
7267,Whitefield,2280.0,4.0,126.0,3
7271,Whitefield,1897.0,3.0,130.0,3
7272,Whitefield,2225.0,2.0,125.0,3
7273,Whitefield,4348.5,2.0,304.0,4
7276,Whitefield,2268.0,3.0,163.0,4
7279,Whitefield,2400.0,4.0,200.0,4
7281,Whitefield,1360.0,2.0,95.0,2
7283,Whitefield,1697.0,3.0,94.79,3
7284,Whitefield,5000.0,4.0,400.0,4
7285,Whitefield,3000.0,5.0,250.0,4
7286,Whitefield,1700.0,3.0,115.0,3
7289,Whitefield,2842.0,3.0,162.0,3
7293,Whitefield,1500.0,3.0,130.0,3
7294,Whitefield,1280.0,2.0,75.0,2
7296,Whitefield,1405.0,2.0,78.0,3
7297,Whitefield,2225.0,3.0,115.0,3
7298,Whitefield,1272.0,2.0,95.05,2
7301,Whitefield,1192.0,2.0,71.0,2
7305,Whitefield,1626.0,3.0,89.0,3
7306,Whitefield,1585.0,3.0,88.0,3
7307,Whitefield,665.0,2.0,28.585,1
7309,Whitefield,1280.0,2.0,85.0,2
7310,Whitefield,1200.0,3.0,68.5,3
7311,Whitefield,4000.0,4.0,330.0,4
7312,Whitefield,1697.0,3.0,108.0,3
7314,Whitefield,3606.0,4.0,312.0,4
7315,Whitefield,1485.0,2.0,90.0,2
7316,Whitefield,950.0,1.0,50.0,1
7317,Whitefield,3584.0,4.0,199.0,4
7318,Whitefield,825.0,1.0,45.0,1
7321,Whitefield,1635.0,2.0,85.0,3
7322,Whitefield,1216.0,2.0,79.0,2
7328,Whitefield,920.0,2.0,63.0,2
7330,Whitefield,1170.0,2.0,71.0,2
7331,Whitefield,1118.0,2.0,75.0,2
7332,Whitefield,1800.0,3.0,110.0,3
7333,Whitefield,1562.0,3.0,103.0,3
7336,Whitefield,2321.0,4.0,128.0,3
7337,Whitefield,1320.0,2.0,95.0,2
7340,Whitefield,3010.0,3.0,200.0,3
7341,Whitefield,1346.0,2.0,96.17,2
7342,Whitefield,3850.0,5.0,316.0,3
7346,Whitefield,2500.0,4.0,155.0,4
7347,Whitefield,905.0,1.0,55.0,1
7349,Whitefield,2268.0,3.0,146.0,4
7352,Whitefield,630.5,1.0,32.79,1
7353,Whitefield,3537.0,5.0,210.0,4
7355,Whitefield,1697.0,3.0,115.0,3
7359,Whitefield,3250.0,5.0,290.0,5
7363,Whitefield,1269.0,2.0,75.0,2
7364,Whitefield,3227.0,5.0,250.0,5
7365,Whitefield,1545.0,3.0,79.0,3
7368,Whitefield,3262.0,4.0,260.0,4
7370,Whitefield,1132.0,2.0,79.28,2
7373,Whitefield,2830.0,5.0,160.0,4
7375,Whitefield,1195.0,2.0,70.0,2
7376,Whitefield,3480.0,4.0,284.0,3
7379,Whitefield,709.0,1.0,34.385,1
7381,Whitefield,1320.0,2.0,79.5,2
7382,Whitefield,750.0,2.0,52.7,2
7383,Whitefield,1200.0,3.0,61.96,3
7388,Whitefield,2094.0,2.0,113.19,3
7390,Whitefield,3445.0,5.0,270.0,4
7391,Whitefield,1700.0,3.0,140.0,3
7392,Whitefield,4827.0,4.0,400.0,4
7393,Whitefield,1405.0,2.0,84.5,2
7395,Whitefield,3252.0,4.0,280.0,4
7397,Whitefield,1150.0,2.0,90.0,2
7398,Whitefield,2400.0,4.0,147.0,4
7400,Whitefield,624.0,1.0,35.0,1
7403,Whitefield,1700.0,3.0,95.0,3
7404,Whitefield,4960.0,4.0,400.0,4
7405,Whitefield,2928.0,4.0,198.0,4
7407,Whitefield,2700.0,5.0,175.0,3
7408,Whitefield,1216.0,2.0,84.0,2
7409,Whitefield,2882.0,5.0,204.0,4
7410,Whitefield,1840.0,3.0,140.0,3
7411,Whitefield,1778.0,3.0,122.0,3
7413,Whitefield,650.0,1.0,25.0,1
7414,Whitefield,2155.0,3.0,125.0,4
7419,Whitefield,1216.0,2.0,75.0,2
7421,Whitefield,1255.0,2.0,77.0,2
7422,Whitefield,1216.0,2.0,73.0,2
7423,Whitefield,709.0,1.0,34.735,1
7427,Whitefield,1745.0,3.0,100.0,3
7428,Whitefield,3200.0,4.0,224.0,4
7430,Whitefield,825.0,1.0,44.9,1
7434,Whitefield,1870.0,3.0,138.0,3
7437,Whitefield,1862.0,3.0,125.0,3
7438,Whitefield,1655.0,3.0,113.0,3
7439,Whitefield,530.0,1.0,29.44,1
7441,Whitefield,905.0,1.0,50.0,1
7442,Whitefield,1600.0,3.0,82.0,3
7443,Whitefield,1230.0,4.0,80.0,4
7445,Whitefield,630.5,1.0,32.15,1
7446,Whitefield,905.0,1.0,52.0,1
7450,Whitefield,1216.0,2.0,83.0,2
7455,Whitefield,4075.0,5.0,226.0,4
7456,Whitefield,1216.0,2.0,75.0,2
7464,Whitefield,2856.0,5.0,158.5,4
7467,Whitefield,750.0,1.0,51.0,1
7470,Whitefield,1173.0,2.0,77.0,2
7471,Whitefield,1200.0,3.0,68.4,3
7475,Whitefield,3425.0,5.0,250.0,4
7480,Whitefield,2173.0,3.0,128.0,3
7482,Whitefield,905.0,1.0,62.0,1
7483,Whitefield,1870.0,3.0,138.0,3
7484,Whitefield,1320.0,2.0,99.26,2
7485,Whitefield,2901.0,4.0,190.0,3
7486,Whitefield,1485.0,2.0,96.51,2
7487,Whitefield,1755.0,3.0,101.0,3
7489,Whitefield,2225.0,3.0,149.0,3
7490,Whitefield,1250.0,2.0,82.0,2
7492,Whitefield,605.0,1.0,40.0,1
7495,Whitefield,2210.0,3.0,156.0,3
7496,Whitefield,1173.0,2.0,78.2,2
7497,Whitefield,1740.0,4.0,130.0,3
7498,Whitefield,1216.0,2.0,75.0,2
7500,Whitefield,1655.0,3.0,120.0,3
7501,Whitefield,4003.0,6.0,300.0,4
7503,Whitefield,1180.0,2.0,70.0,2
7505,Whitefield,2023.0,4.0,130.0,3
7506,Whitefield,2134.0,4.0,118.0,3
7509,Whitefield,905.0,1.0,60.0,1
7515,Whitefield,1452.0,3.0,90.0,3
7516,Whitefield,2850.0,5.0,240.0,4
7519,Whitefield,2830.0,5.0,190.0,4
7520,Whitefield,1295.0,2.0,78.5,2
7521,Whitefield,840.0,1.0,57.6,1
7522,Whitefield,640.0,1.0,19.83,1
7523,Whitefield,1991.0,3.0,104.0,3
7527,Whitefield,1655.0,3.0,97.0,3
7528,Whitefield,1850.0,3.0,150.0,3
7529,Whitefield,1200.0,3.0,67.77,3
7530,Whitefield,1290.0,2.0,90.0,2
7533,Whitefield,1216.0,2.0,75.0,2
7534,Whitefield,1356.0,2.0,94.84,2
7535,Whitefield,1338.0,2.0,103.0,2
7538,Whitefield,3450.0,4.0,208.0,3
7542,Whitefield,1267.0,2.0,90.33,2
7543,Whitefield,2400.0,4.0,143.0,4
7544,Whitefield,1836.0,3.0,125.0,3
7546,Whitefield,3596.0,3.0,200.0,3
7547,Whitefield,1275.0,2.0,65.0,3
7550,Whitefield,1216.0,2.0,82.0,2
7551,Whitefield,1495.0,3.0,88.0,2
7552,Whitefield,1564.0,3.0,103.0,3
7553,Whitefield,1585.0,3.0,84.0,3
7556,Whitefield,1558.0,3.0,90.0,3
7557,Whitefield,1216.0,2.0,75.0,2
7559,Whitefield,1704.0,3.0,120.0,3
7561,Whitefield,1256.0,2.0,73.0,2
7564,Whitefield,1300.0,2.0,78.0,2
7565,Whitefield,1570.0,3.0,88.0,3
7566,Whitefield,1216.0,2.0,84.03,2
7568,Whitefield,1216.0,2.0,72.5,2
7570,Whitefield,2025.0,4.0,115.0,3
7571,Whitefield,1346.0,2.0,100.0,3
7575,Whitefield,2990.0,3.0,198.0,4
7578,Whitefield,1720.0,3.0,98.97,3
7579,Whitefield,1600.0,3.0,95.0,3
7580,Whitefield,1655.0,3.0,108.0,3
7581,Whitefield,1740.0,3.0,95.0,3
7583,Whitefield,1350.0,2.0,88.0,2
7585,Whitefield,1216.0,2.0,80.0,2
7586,Whitefield,2900.0,4.0,225.0,4
7587,Whitefield,1340.0,2.0,101.0,2
7589,Whitefield,1500.0,3.0,78.57,3
7590,Whitefield,1626.0,3.0,85.0,3
7592,Whitefield,1100.0,2.0,65.0,2
7594,Whitefield,1270.0,2.0,65.0,3
7595,Whitefield,3117.0,3.0,261.0,3
7596,Whitefield,1216.0,2.0,73.0,2
7598,Whitefield,3150.0,3.0,290.0,3
7600,Whitefield,2956.0,5.0,234.0,4
7604,Whitefield,2247.0,3.0,145.0,3
7605,Whitefield,3940.0,5.0,265.0,4
7607,Whitefield,1160.0,2.0,67.0,2
7609,Whitefield,1180.0,2.0,77.0,2
7610,Whitefield,2140.0,3.0,139.0,3
7611,Whitefield,1314.0,2.0,84.0,2
7618,Whitefield,1431.0,3.0,85.0,3
7619,Whitefield,524.0,1.0,29.0,1
7620,Whitefield,2830.0,4.0,161.0,4
7621,Whitefield,2135.0,3.0,149.0,4
7623,Whitefield,3075.0,2.0,188.0,4
7624,Whitefield,1760.0,3.0,160.0,3
7625,Whitefield,1655.0,3.0,110.0,3
7626,Whitefield,840.0,1.0,57.0,1
7627,Whitefield,1725.0,3.0,106.0,3
7630,Whitefield,516.0,1.0,39.0,1
7632,Whitefield,6000.0,4.0,410.0,4
7633,Whitefield,1639.0,3.0,107.0,3
7634,Whitefield,1820.0,3.0,113.0,3
7636,Whitefield,3565.0,4.0,218.0,4
7637,Whitefield,3410.0,5.0,253.0,4
7640,Whitefield,4500.0,4.0,330.0,4
7641,Whitefield,1250.0,2.0,85.0,2
7643,Whitefield,1277.0,2.0,77.0,2
7644,Whitefield,1820.0,3.0,140.0,3
7645,Whitefield,3453.0,4.0,247.0,4
7651,Whitefield,2280.0,4.0,125.0,3
7652,Whitefield,2882.0,5.0,200.0,4
7654,Whitefield,1639.5,3.0,92.63,3
7657,Whitefield,1190.0,2.0,70.0,2
7659,Whitefield,1270.0,2.0,94.0,2
7660,Whitefield,1220.0,2.0,89.0,2
7663,Whitefield,3758.0,3.0,300.0,3
7668,Whitefield,1216.0,2.0,72.0,2
7670,Whitefield,5400.0,5.0,475.0,4
7671,Whitefield,1396.0,3.0,74.0,3
7680,Whitefield,1615.0,3.0,96.9,3
7686,Whitefield,1200.0,2.0,70.0,2
7689,Whitefield,1216.0,2.0,75.0,2
7691,Whitefield,2321.0,4.0,157.0,3
7692,Whitefield,1224.0,2.0,75.0,2
7693,Whitefield,1655.0,3.0,113.0,3
7695,Whitefield,4144.0,5.0,331.0,5
7698,Whitefield,1200.0,3.0,67.75,3
7699,Whitefield,2444.0,4.0,145.0,4
7700,Whitefield,1270.0,2.0,110.0,2
7701,Whitefield,1660.0,3.0,110.0,3
7702,Whitefield,1270.0,2.0,105.0,2
7704,Whitefield,1173.0,2.0,78.2,2
7705,Whitefield,1362.0,2.0,85.0,2
7707,Whitefield,1457.0,2.0,105.0,3
7708,Whitefield,1720.0,3.0,128.0,3
7712,Whitefield,1564.0,3.0,103.0,3
7716,Whitefield,1639.0,3.0,107.0,3
7717,Whitefield,1760.0,3.0,139.0,3
7718,Whitefield,613.0,1.0,48.0,1
7719,Whitefield,1730.0,3.0,125.0,3
7721,Whitefield,877.0,1.0,59.0,1
7724,"Whitefield, ",1300.0,2.0,58.0,2
7726,Yelachenahalli,1464.0,2.0,105.0,3
7727,Yelachenahalli,2400.0,1.0,150.0,2
7728,Yelachenahalli,1700.0,3.0,130.0,3
7729,Yelachenahalli,1080.0,2.0,55.0,2
7730,Yelachenahalli,1400.0,2.0,78.0,2
7731,Yelachenahalli,1330.0,3.0,73.5,3
7732,Yelachenahalli,800.0,1.0,30.0,2
7733,Yelachenahalli,1100.0,2.0,60.0,2
7734,Yelachenahalli,1365.0,2.0,72.0,3
7735,Yelachenahalli,1103.0,2.0,55.0,2
7736,Yelachenahalli,1000.0,2.0,50.0,2
7738,Yelahanka,1326.0,2.0,78.0,2
7745,Yelahanka,1705.0,3.0,95.0,3
7746,Yelahanka,1234.0,2.0,80.0,2
7747,Yelahanka,1315.0,2.0,85.0,2
7748,Yelahanka,1170.0,2.0,62.5,2
7750,Yelahanka,697.0,1.0,45.0,1
7753,Yelahanka,2195.0,4.0,127.0,3
7755,Yelahanka,1614.0,3.0,95.0,3
7757,Yelahanka,628.0,1.0,24.0,1
7760,Yelahanka,654.0,1.0,38.4,1
7768,Yelahanka,1825.0,3.0,105.0,3
7769,Yelahanka,1603.0,3.0,96.0,3
7770,Yelahanka,1304.0,2.0,79.0,2
7776,Yelahanka,1517.0,3.0,76.3,3
7780,Yelahanka,1327.0,2.0,85.0,2
7783,Yelahanka,1566.0,3.0,97.0,3
7785,Yelahanka,1270.0,2.0,78.0,2
7786,Yelahanka,1400.0,2.0,80.54,3
7788,Yelahanka,1322.0,2.0,86.0,2
7789,Yelahanka,1100.0,2.0,70.0,2
7790,Yelahanka,1200.0,2.0,70.0,2
7792,Yelahanka,4000.0,5.0,220.0,5
7793,Yelahanka,2675.0,4.0,140.0,4
7795,Yelahanka,654.0,1.0,37.0,1
7796,Yelahanka,1465.0,3.0,80.01,3
7800,Yelahanka,1692.0,3.0,83.0,3
7805,Yelahanka,2145.0,3.0,125.0,3
7807,Yelahanka,1322.0,2.0,75.0,2
7810,Yelahanka,602.0,1.0,26.0,1
7811,Yelahanka,1100.0,2.0,60.0,2
7812,Yelahanka,1614.0,2.0,100.0,3
7813,Yelahanka,1890.0,3.0,108.0,3
7814,Yelahanka,1556.0,3.0,86.0,3
7815,Yelahanka,1610.0,4.0,85.0,3
7821,Yelahanka,1859.0,3.0,108.0,3
7823,Yelahanka,1322.0,2.0,80.0,2
7826,Yelahanka,2600.0,4.0,175.0,4
7827,Yelahanka,1305.0,2.0,78.0,2
7829,Yelahanka,1711.0,3.0,85.61,3
7830,Yelahanka,1315.0,2.0,75.0,2
7831,Yelahanka,3600.0,6.0,200.0,6
7833,Yelahanka,1614.0,3.0,95.0,3
7834,Yelahanka,1650.0,3.0,105.0,3
7839,Yelahanka,3990.0,4.0,260.0,4
7840,Yelahanka,1620.0,3.0,90.0,3
7841,Yelahanka,654.0,1.0,36.25,1
7842,Yelahanka,1614.0,3.0,93.0,3
7843,Yelahanka,694.0,1.0,30.84,1
7844,Yelahanka,1115.0,2.0,60.0,2
7845,Yelahanka,2317.0,4.0,140.0,3
7846,Yelahanka,1653.0,3.0,93.0,3
7847,Yelahanka,654.0,1.0,38.0,1
7849,Yelahanka,1445.0,2.0,82.0,2
7851,Yelahanka,602.0,1.0,38.0,1
7852,Yelahanka,697.0,1.0,35.0,1
7854,Yelahanka,682.0,1.0,36.23,1
7856,Yelahanka,1560.0,2.0,98.0,3
7857,Yelahanka,1780.0,3.0,107.0,3
7858,Yelahanka,1342.0,2.0,75.0,3
7859,Yelahanka,1823.0,3.0,103.0,3
7860,Yelahanka,1792.0,3.0,104.0,3
7861,Yelahanka,1304.0,2.0,69.97,2
7864,Yelahanka,1300.0,2.0,69.23,2
7865,Yelahanka,1705.0,3.0,91.0,3
7867,Yelahanka,1835.0,3.0,108.0,3
7868,Yelahanka,1847.0,3.0,92.0,3
7870,Yelahanka,1890.0,3.0,109.0,3
7871,Yelahanka,700.0,1.0,38.0,1
7872,Yelahanka,1491.0,3.0,85.0,3
7873,Yelahanka,2088.0,5.0,110.0,4
7876,Yelahanka,3019.0,6.0,190.0,4
7878,Yelahanka,1600.0,3.0,100.0,3
7882,Yelahanka,1705.0,3.0,85.0,3
7883,Yelahanka,1350.0,2.0,85.0,3
7884,Yelahanka,1633.0,3.0,110.0,3
7885,Yelahanka,827.5,1.0,42.535,1
7887,Yelahanka,1355.0,2.0,75.0,3
7890,Yelahanka,1104.0,2.0,58.0,2
7892,Yelahanka,1175.0,2.0,67.77,2
7893,Yelahanka,1322.0,2.0,77.9,2
7894,Yelahanka,602.0,1.0,33.0,1
7895,Yelahanka,1315.0,2.0,77.0,2
7898,Yelahanka,567.0,1.0,25.0,1
7900,Yelahanka,602.0,2.0,30.0,1
7902,Yelahanka,1234.0,2.0,80.0,2
7905,Yelahanka,1267.0,3.0,78.0,2
7906,Yelahanka,1360.0,2.0,78.19,2
7908,Yelahanka New Town,650.0,1.0,33.0,1
7909,Yelahanka New Town,500.0,1.0,20.0,1
7910,Yelahanka New Town,440.0,1.0,16.5,1
7911,Yelahanka New Town,1610.0,3.0,92.0,3
7912,Yelahanka New Town,1700.0,3.0,90.0,3
7913,Yelahanka New Town,650.0,1.0,20.0,1
7914,Yelahanka New Town,350.0,1.0,13.5,1
7916,Yelahanka New Town,1385.0,2.0,65.0,2
7917,Yelahanka New Town,500.0,2.0,24.0,1
7918,Yelahanka New Town,650.0,1.0,17.0,1
7919,Yelahanka New Town,450.0,1.0,16.0,1
7921,Yelahanka New Town,960.0,2.0,50.0,2
7923,Yelahanka New Town,1209.0,2.0,65.0,3
7924,Yelahanka New Town,1400.0,2.0,80.0,3
7925,Yelahanka New Town,450.0,1.0,15.0,1
7926,Yelahanka New Town,500.0,1.0,18.0,1
7927,Yelahanka New Town,1420.0,2.0,75.0,3
7929,Yelahanka New Town,2200.0,2.0,180.0,2
7930,Yelahanka New Town,488.0,1.0,20.0,1
7931,Yelahanka New Town,1100.0,2.0,58.0,2
7934,Yelahanka New Town,1000.0,2.0,44.0,2
7935,Yelahanka New Town,650.0,1.0,18.0,1
7937,Yelahanka New Town,1740.0,3.0,150.0,3
7938,Yelahanka New Town,1290.0,2.0,70.0,2
7940,Yelenahalli,1240.0,2.0,47.12,2
7941,Yelenahalli,1200.0,2.0,46.17,2
7943,Yelenahalli,1260.0,2.0,47.88,2
7945,Yelenahalli,1175.0,2.0,50.0,2
7946,Yelenahalli,1650.0,3.0,68.0,3
7947,Yelenahalli,1200.0,2.0,45.6,2
7948,Yelenahalli,1200.0,2.0,46.17,2
7949,Yelenahalli,1160.0,2.0,44.08,2
7951,Yeshwanthpur,1693.0,3.0,108.0,3
7952,Yeshwanthpur,667.0,1.0,36.85,1
7953,Yeshwanthpur,1950.0,4.0,130.0,4
7955,Yeshwanthpur,665.0,1.0,36.85,1
7959,Yeshwanthpur,671.0,1.0,36.85,1
7960,Yeshwanthpur,1277.5,2.0,95.815,2
7961,Yeshwanthpur,668.0,1.0,36.85,1
7962,Yeshwanthpur,1185.0,2.0,75.84,2
7963,Yeshwanthpur,1195.0,2.0,100.0,2
7964,Yeshwanthpur,1313.0,3.0,96.0,3
7965,Yeshwanthpur,1400.0,2.0,100.0,2
7968,Yeshwanthpur,673.0,1.0,36.85,1
7969,Yeshwanthpur,717.0,2.0,49.475,2
7972,Yeshwanthpur,605.0,1.0,41.745,1
7974,Yeshwanthpur,669.0,1.0,36.85,1
7976,Yeshwanthpur,3027.0,4.0,260.0,3
7979,Yeshwanthpur,670.0,1.0,36.85,1
7982,Yeshwanthpur,1240.0,2.0,80.0,2
7983,Yeshwanthpur,1713.0,3.0,110.0,3
7984,Yeshwanthpur,1144.0,2.0,67.0,2
7985,Yeshwanthpur,1541.0,2.0,130.0,2
7987,Yeshwanthpur,1362.0,2.0,100.0,2
7988,Yeshwanthpur,666.0,1.0,36.8,1
7989,Yeshwanthpur,1855.0,3.0,140.0,3
7991,Yeshwanthpur,1165.0,2.0,85.0,2
7994,Yeshwanthpur,1825.0,3.0,145.0,3
7996,Yeshwanthpur,994.0,2.0,54.67,1
7997,Yeshwanthpur,650.0,1.0,40.0,1
7998,Yeshwanthpur,1855.0,3.0,140.0,3
7999,Yeshwanthpur,1500.0,3.0,100.0,3
8004,Yeshwanthpur,674.0,1.0,36.85,1
8006,Yeshwanthpur,672.0,1.0,36.85,1
8009,Yeshwanthpur,1195.0,2.0,100.0,2
8010,Yeshwanthpur,1692.0,3.0,108.0,3
8012,Yeshwanthpur,2500.0,5.0,185.0,6
8017,Yeshwanthpur,1855.0,3.0,135.0,3
8018,Yeshwanthpur,1876.0,3.0,160.0,3
8020,other,2770.0,4.0,290.0,3
8023,other,600.0,1.0,38.0,1
8026,other,1500.0,2.0,185.0,2
8027,other,840.0,2.0,45.0,2
8028,other,4395.0,3.0,240.0,3
8029,other,845.0,2.0,55.0,2
8030,other,2511.0,3.0,205.0,3
8031,other,1660.0,2.0,105.0,3
8032,other,1200.0,2.0,65.0,2
8033,other,1200.0,3.0,90.0,3
8037,other,782.0,2.0,55.68,2
8038,other,1800.0,3.0,120.0,3
8039,other,1413.0,2.0,75.0,3
8040,other,945.0,2.0,54.0,2
8041,other,1870.0,3.0,110.0,3
8042,other,1260.0,2.0,85.05,3
8044,other,2795.0,4.0,235.0,3
8046,other,1904.0,3.0,150.0,3
8047,other,2000.0,3.0,175.0,3
8050,other,1500.0,3.0,100.0,3
8052,other,1783.0,3.0,115.0,3
8053,other,912.0,2.0,70.0,3
8055,other,1580.0,3.0,100.0,3
8056,other,1415.0,3.0,78.0,3
8058,other,2405.0,4.0,260.0,3
8059,other,1500.0,2.0,115.0,2
8064,other,1060.0,2.0,60.0,2
8065,other,2600.0,8.0,180.0,8
8067,other,1285.0,2.0,72.5,2
8068,other,4050.0,3.0,280.0,3
8071,other,1280.0,2.0,69.0,2
8072,other,3045.0,3.0,170.0,3
8075,other,900.0,2.0,110.0,2
8080,other,1560.0,3.0,115.0,3
8083,other,1200.0,4.0,165.0,4
8085,other,1645.0,3.0,95.0,3
8086,other,1200.0,2.0,79.0,2
8088,other,1350.0,2.0,140.0,3
8089,other,1800.0,3.0,150.0,3
8091,other,1762.0,3.0,125.0,3
8093,other,1200.0,3.0,90.0,3
8094,other,2023.71,3.0,275.0,3
8099,other,2150.0,4.0,240.0,3
8102,other,3309.0,4.0,325.0,4
8103,other,5000.0,9.0,360.0,11
8105,other,1150.0,2.0,126.0,2
8108,other,1200.0,2.0,74.0,2
8111,other,1753.0,3.0,120.0,3
8113,other,720.0,2.0,45.0,2
8116,other,1200.0,3.0,165.0,4
8117,other,700.0,1.0,41.0,1
8119,other,1353.0,2.0,110.0,2
8120,other,1200.0,2.0,85.0,1
8123,other,1325.0,2.0,90.0,3
8126,other,1056.0,2.0,80.0,2
8129,other,1544.0,3.0,120.0,3
8130,other,1200.0,2.0,65.0,2
8131,other,540.0,1.0,36.0,1
8132,other,1578.0,3.0,180.0,3
8134,other,1600.0,2.0,115.0,2
8135,other,416.0,1.0,18.5,1
8138,other,834.0,1.0,60.0,1
8139,other,1125.0,4.0,70.0,3
8140,other,3000.0,5.0,260.0,4
8141,other,2160.0,5.0,250.0,6
8143,other,469.0,1.0,25.0,1
8148,other,1630.0,2.0,200.0,2
8150,other,1200.0,2.0,70.0,3
8151,other,1350.0,3.0,77.0,3
8152,other,4046.0,4.0,445.0,4
8153,other,1180.0,2.0,78.34,3
8154,other,1355.0,2.0,115.0,2
8155,other,600.0,1.0,50.0,1
8156,other,1875.0,3.0,165.0,3
8157,other,600.0,2.0,55.0,2
8160,other,1750.0,3.0,120.0,3
8163,other,1092.0,2.0,98.5,3
8166,other,1855.0,3.0,225.0,3
8170,other,425.0,1.0,20.03,1
8172,other,600.0,1.0,60.0,1
8173,other,1468.0,2.0,140.0,2
8174,other,4300.0,5.0,550.0,4
8176,other,775.0,2.0,55.0,2
8179,other,1352.0,3.0,135.0,3
8181,other,1200.0,3.0,95.0,4
8182,other,1976.0,3.0,184.0,3
8183,other,5500.0,4.0,600.0,4
8184,other,1200.0,3.0,95.0,3
8187,other,1180.0,2.0,69.0,2
8188,other,686.0,1.0,17.0,1
8190,other,1500.0,4.0,180.0,4
8192,other,1282.0,2.0,87.0,2
8194,other,1500.0,2.0,95.0,3
8195,other,1300.0,1.0,115.0,2
8196,other,530.0,1.0,20.0,1
8197,other,1350.0,2.0,80.0,2
8199,other,2400.0,6.0,125.0,8
8201,other,1141.0,2.0,62.0,2
8204,other,950.0,1.0,40.0,1
8211,other,1480.0,3.0,90.0,3
8212,other,1600.0,3.0,90.0,3
8213,other,1200.0,4.0,135.0,4
8215,other,1500.0,3.0,115.0,3
8216,other,1824.0,3.0,125.0,3
8217,other,750.0,1.0,56.25,1
8224,other,6000.0,5.0,400.0,4
8225,other,2400.0,3.0,170.0,3
8227,other,1500.0,2.0,98.0,3
8228,other,3095.0,3.0,350.0,3
8230,other,1200.0,1.0,28.0,1
8231,other,1500.0,3.0,100.0,3
8233,other,1560.0,5.0,145.0,5
8235,other,1560.0,3.0,188.0,3
8238,other,485.0,1.0,15.0,1
8244,other,1200.0,3.0,130.0,3
8245,other,1050.0,2.0,67.0,2
8246,other,1596.0,3.0,105.0,3
8250,other,1200.0,3.0,85.0,3
8252,other,1515.0,3.0,88.0,3
8255,other,1380.0,2.0,80.0,2
8258,other,4346.0,5.0,500.0,4
8260,other,2200.0,3.0,187.0,3
8261,other,3600.0,4.0,300.0,4
8262,other,3500.0,3.0,450.0,4
8263,other,1093.0,2.0,65.0,2
8265,other,1535.0,3.0,95.0,3
8267,other,1100.0,2.0,62.7,2
8270,other,2197.0,4.0,280.0,3
8272,other,1100.0,2.0,60.0,2
8273,other,1600.0,3.0,172.0,4
8274,other,1450.0,2.0,85.0,3
8275,other,2000.0,3.0,166.0,4
8279,other,1756.0,3.0,100.0,3
8280,other,1532.0,3.0,92.0,3
8281,other,1650.0,3.0,110.0,3
8282,other,1200.0,2.0,66.0,2
8284,other,1525.0,2.0,122.0,3
8288,other,2400.0,3.0,200.0,4
8289,other,1000.0,2.0,130.0,2
8291,other,3040.0,1.0,180.0,2
8293,other,1390.0,3.0,120.0,3
8295,other,1135.0,2.0,68.0,2
8296,other,900.0,2.0,55.0,2
8300,other,2500.0,3.0,250.0,3
8304,other,1269.72,2.0,68.0,2
8305,other,1168.0,3.0,70.0,3
8307,other,2100.0,4.0,155.0,4
8309,other,1515.0,3.0,93.93,3
8313,other,2700.0,4.0,214.0,6
8314,other,2000.0,3.0,210.0,3
8315,other,2400.0,4.0,300.0,5
8316,other,1760.0,3.0,176.0,3
8317,other,595.0,1.0,42.0,1
8322,other,1170.0,2.0,86.0,2
8323,other,2200.0,4.0,235.0,4
8331,other,1650.0,3.0,175.0,3
8333,other,1670.0,3.0,91.86,3
8337,other,1250.0,2.0,80.0,3
8338,other,1650.0,4.0,160.0,3
8339,other,800.0,2.0,50.0,2
8340,other,1225.0,2.0,150.0,2
8342,other,3675.0,4.0,367.0,4
8343,other,1200.0,2.0,150.0,2
8346,other,1350.0,2.0,80.0,2
8348,other,1614.0,3.0,110.0,3
8349,other,1188.0,2.0,73.0,2
8350,other,1480.0,3.0,90.0,3
8351,other,680.0,2.0,42.0,2
8354,other,955.0,2.0,53.55,2
